organCode,ticker,sectorName,value,volume,price,floorPrice,ceilingPrice,referencePrice,o,h,l,priceChange,percentPriceChange,rank,totalRank,performance,financial,technical
VND,VND,Môi giới chứng khoán,1567214368950.0,65518116.0,23500.0,21900.0,25100.0,23500.0,23700.0,24300.0,23500.0,0.0,0.0,2,43,"{'organCode': 'VND', 'percentPriceChange1Day': 0.0, 'percentPriceChange1Week': 0.0129310345, 'percentPriceChange2Week': 0.0657596372, 'percentPriceChange1Month': 0.0217391304, 'percentPriceChange2Month': 0.0561797753, 'percentPriceChange3Month': 0.0829493088, 'percentPriceChange6Month': -0.0063424947, 'percentPriceChange9Month': 0.2983425414, 'percentPriceChange1Year': 0.5986394558, 'percentPriceChangeYTD': 0.0561797753, 'percentPriceChange52Week': 0.6206896552}","{'organCode': 'VND', 'rtd7': 13551.0739161907, 'rtd11': 28619334211500.0, 'rtd14': 1656.6492788566, 'rtd19': 2.1495403582, 'rtd21': 14.1852595476, 'rtd25': 1.7341798993, 'rtd39': 13.1582001003, 'rtd51': 0.0, 'rtd53': 0.0, 'rtd54': 0.0, 'rtq12': 0.1300883993, 'rtq81': 0.5003757532, 'rtq27': 0.6000376215, 'rtq83': 0.6533303196, 'isa3': 6586227597466.0, 'isa5': 4380568723438.0, 'isa20': 2024168313656.0, 'isa22': None, 'cfa18': None, 'fryq30': 668478091098.638}","{'organCode': 'VND', 'sma20Past4': 22557.5, 'sma20': 22872.5, 'sma50': 22310.0, 'sma100': 21393.5, 'o1': 23700.0, 'c1': 23500.0, 'h1': 24300.0, 'l1': 23500.0, 'o2': 23000.0, 'c2': 23500.0, 'h2': 23600.0, 'l2': 22850.0, 'rsi': 57.1428571429, 'cmf': -0.2281491365, 'roc': 7.7981651376}"
